candidate,layer,proj,fp_parity_rel,A_only_nmse,W_only_nmse,AW_nmse,interaction_nmse,AW_cosine,AW_sqnr_db,max_abs_err_AW,verdict,n_rows
Random_s103,3,K,3.047241534659406e-06,0.00525237713009119,0.00680353119969368,0.012186340987682343,0.00013043265789747238,0.9939547777175903,19.14126673987935,8.151509284973145,mixed,8000
Random_s103,3,V,3.0482631245831726e-06,0.015151460655033588,0.01879223622381687,0.03432570770382881,0.0003820108249783516,0.9832717180252075,14.643805000140253,10.014942169189453,mixed,8000
Random_s103,4,K,3.4092445275746286e-06,0.005279015749692917,0.006484010722488165,0.011901072226464748,0.0001380457542836666,0.9941153526306152,19.244139091066742,8.710891723632812,mixed,8000
Random_s103,4,V,2.932358938778634e-06,0.018741516396403313,0.023400846868753433,0.04262175038456917,0.0004793871194124222,0.9793663024902344,13.70368718705584,9.996500015258789,mixed,8000
Random_s1234,0,K,2.5363226541230688e-06,0.006140219047665596,0.007795544806867838,0.014098412357270718,0.0001626485027372837,0.9930402040481567,18.508297911246313,9.941861152648926,mixed,8000
Random_s1234,0,V,3.1365270842798054e-06,0.011582262814044952,0.014290410093963146,0.026163028553128242,0.0002903556451201439,0.9871624708175659,15.823119848209293,5.288830280303955,mixed,8000
Random_s1234,1,K,3.5602215575636365e-06,0.002925413427874446,0.003530873917043209,0.006533782463520765,7.749511860311031e-05,0.996757447719574,21.84835329068609,9.239265441894531,mixed,8000
Random_s1234,1,V,2.1917812773608603e-06,0.013832705095410347,0.017538566142320633,0.03170709311962128,0.00033582188189029694,0.9845137596130371,14.98843571910978,6.366972923278809,mixed,8000
Random_s1234,2,K,2.580922682682285e-06,0.005062939133495092,0.006203563883900642,0.011390937492251396,0.0001244344748556614,0.9943458437919617,19.434405313241747,8.616293907165527,mixed,8000
Random_s1234,2,V,3.1226363716996275e-06,0.011786927469074726,0.014376171864569187,0.026449184864759445,0.0002860855311155319,0.9870281219482422,15.775877079082663,8.523714065551758,mixed,8000
