cell,prompt_id,mean_acceptance,acceptance_list,accepted_depths,first_rejection_depths,n_new_tokens,n_cycles,tree_size,exact_match,first_mismatch
T4_D16,114,3.3333,"[1, 3, 4, 4, 3, 4, 1, 5, 5, 5, 1, 2, 4, 5, 3, 3, 2, 1, 6, 4, 4, 2, 2, 6, 2, 2, 1, 3, 3, 3, 2, 2, 6, 6, 5, 3, 5, 4, 3]","[0, 2, 3, 3, 2, 3, 0, 4, 4, 4, 0, 1, 3, 4, 2, 2, 1, 0, 5, 3, 3, 1, 1, 5, 1, 1, 0, 2, 2, 2, 1, 1, 5, 5, 4, 2, 4, 3, 2]","[1, 3, 4, 4, 3, 4, 1, 5, 5, 5, 1, 2, 4, 5, 3, 3, 2, 1, 5, 4, 4, 2, 2, 5, 2, 2, 1, 3, 3, 3, 2, 2, 5, 5, 5, 3, 5, 4, 3]",128,39,26,False,15
T4_D16,115,3.0698,"[1, 2, 4, 6, 2, 4, 4, 5, 3, 3, 4, 1, 1, 2, 2, 4, 3, 4, 4, 2, 3, 2, 1, 3, 1, 4, 1, 4, 4, 3, 3, 4, 4, 4, 3, 4, 3, 3, 5, 2, 3, 2, 5]","[0, 1, 3, 5, 1, 3, 3, 4, 2, 2, 3, 0, 0, 1, 1, 3, 2, 3, 3, 1, 2, 1, 0, 2, 0, 3, 0, 3, 3, 2, 2, 3, 3, 3, 2, 3, 2, 2, 4, 1, 2, 1, 4]","[1, 2, 4, 5, 2, 4, 4, 5, 3, 3, 4, 1, 1, 2, 2, 4, 3, 4, 4, 2, 3, 2, 1, 3, 1, 4, 1, 4, 4, 3, 3, 4, 4, 4, 3, 4, 3, 3, 5, 2, 3, 2, 5]",128,43,26,False,7
T4_D16,116,3.7619,"[3, 6, 3, 3, 5, 3, 4, 4, 4, 4, 6, 1, 1, 4, 4, 3, 3, 5, 6, 4, 3]","[2, 5, 2, 2, 4, 2, 3, 3, 3, 3, 5, 0, 0, 3, 3, 2, 2, 4, 5, 3, 2]","[3, 5, 3, 3, 5, 3, 4, 4, 4, 4, 5, 1, 1, 4, 4, 3, 3, 5, 5, 4, 3]",79,21,26,False,12
T4_D16,117,3.2,"[1, 3, 2, 2, 1, 6, 4, 4, 4, 4, 3, 3, 5, 1, 4, 6, 3, 4, 3, 6, 1, 4, 1, 3, 4, 3, 2, 3, 3, 2, 3, 6, 4, 2, 2, 4, 6, 4, 1, 1]","[0, 2, 1, 1, 0, 5, 3, 3, 3, 3, 2, 2, 4, 0, 3, 5, 2, 3, 2, 5, 0, 3, 0, 2, 3, 2, 1, 2, 2, 1, 2, 5, 3, 1, 1, 3, 5, 3, 0, 0]","[1, 3, 2, 2, 1, 5, 4, 4, 4, 4, 3, 3, 5, 1, 4, 5, 3, 4, 3, 5, 1, 4, 1, 3, 4, 3, 2, 3, 3, 2, 3, 5, 4, 2, 2, 4, 5, 4, 1, 1]",128,40,26,False,1
T4_D16,118,3.8387,"[1, 1, 5, 5, 4, 2, 4, 3, 3, 5, 4, 4, 4, 4, 2, 5, 6, 6, 3, 4, 3, 2, 4, 3, 4, 5, 3, 6, 4, 5, 5]","[0, 0, 4, 4, 3, 1, 3, 2, 2, 4, 3, 3, 3, 3, 1, 4, 5, 5, 2, 3, 2, 1, 3, 2, 3, 4, 2, 5, 3, 4, 4]","[1, 1, 5, 5, 4, 2, 4, 3, 3, 5, 4, 4, 4, 4, 2, 5, 5, 5, 3, 4, 3, 2, 4, 3, 4, 5, 3, 5, 4, 5, 5]",119,31,26,False,41
T4_D16,119,3.4595,"[1, 2, 4, 6, 2, 4, 3, 4, 4, 4, 2, 4, 3, 2, 3, 3, 4, 3, 3, 4, 3, 4, 3, 1, 2, 6, 6, 4, 4, 2, 4, 4, 6, 4, 3, 4, 3]","[0, 1, 3, 5, 1, 3, 2, 3, 3, 3, 1, 3, 2, 1, 2, 2, 3, 2, 2, 3, 2, 3, 2, 0, 1, 5, 5, 3, 3, 1, 3, 3, 5, 3, 2, 3, 2]","[1, 2, 4, 5, 2, 4, 3, 4, 4, 4, 2, 4, 3, 2, 3, 3, 4, 3, 3, 4, 3, 4, 3, 1, 2, 5, 5, 4, 4, 2, 4, 4, 5, 4, 3, 4, 3]",128,37,26,False,13
T4_D16,120,3.9394,"[2, 6, 2, 4, 3, 2, 6, 5, 6, 2, 6, 4, 5, 3, 2, 2, 6, 5, 4, 4, 5, 2, 3, 4, 3, 3, 2, 2, 6, 6, 6, 5, 4]","[1, 5, 1, 3, 2, 1, 5, 4, 5, 1, 5, 3, 4, 2, 1, 1, 5, 4, 3, 3, 4, 1, 2, 3, 2, 2, 1, 1, 5, 5, 5, 4, 3]","[2, 5, 2, 4, 3, 2, 5, 5, 5, 2, 5, 4, 5, 3, 2, 2, 5, 5, 4, 4, 5, 2, 3, 4, 3, 3, 2, 2, 5, 5, 5, 5, 4]",128,33,26,False,7
T4_D16,121,3.7647,"[4, 6, 4, 6, 4, 4, 6, 6, 6, 3, 4, 4, 4, 4, 3, 4, 5, 2, 5, 3, 2, 4, 2, 2, 4, 4, 2, 2, 4, 1, 4, 5, 3, 2]","[3, 5, 3, 5, 3, 3, 5, 5, 5, 2, 3, 3, 3, 3, 2, 3, 4, 1, 4, 2, 1, 3, 1, 1, 3, 3, 1, 1, 3, 0, 3, 4, 2, 1]","[4, 5, 4, 5, 4, 4, 5, 5, 5, 3, 4, 4, 4, 4, 3, 4, 5, 2, 5, 3, 2, 4, 2, 2, 4, 4, 2, 2, 4, 1, 4, 5, 3, 2]",128,34,26,False,46
T4_D16,122,4.3,"[4, 6, 4, 6, 2, 5, 6, 5, 6, 3, 1, 4, 1, 4, 6, 5, 3, 5, 4, 3, 4, 5, 6, 5, 4, 6, 4, 6, 3, 3]","[3, 5, 3, 5, 1, 4, 5, 4, 5, 2, 0, 3, 0, 3, 5, 4, 2, 4, 3, 2, 3, 4, 5, 4, 3, 5, 3, 5, 2, 2]","[4, 5, 4, 5, 2, 5, 5, 5, 5, 3, 1, 4, 1, 4, 5, 5, 3, 5, 4, 3, 4, 5, 5, 5, 4, 5, 4, 5, 3, 3]",128,30,26,False,21
T4_D16,123,4.0,"[2, 3, 6, 3, 3, 6, 6, 6, 3, 2, 2, 6, 4, 3, 1, 2, 4, 4, 6, 4, 4, 2, 2, 2, 3, 6, 5, 6, 6, 6, 6, 4]","[1, 2, 5, 2, 2, 5, 5, 5, 2, 1, 1, 5, 3, 2, 0, 1, 3, 3, 5, 3, 3, 1, 1, 1, 2, 5, 4, 5, 5, 5, 5, 3]","[2, 3, 5, 3, 3, 5, 5, 5, 3, 2, 2, 5, 4, 3, 1, 2, 4, 4, 5, 4, 4, 2, 2, 2, 3, 5, 5, 5, 5, 5, 5, 4]",128,32,26,False,14
T4_D16,124,2.9556,"[1, 2, 1, 6, 3, 2, 6, 2, 1, 4, 1, 3, 3, 3, 1, 2, 3, 3, 2, 4, 2, 3, 4, 4, 2, 3, 3, 4, 3, 5, 4, 3, 6, 3, 2, 1, 1, 1, 2, 2, 2, 4, 4, 6, 6]","[0, 1, 0, 5, 2, 1, 5, 1, 0, 3, 0, 2, 2, 2, 0, 1, 2, 2, 1, 3, 1, 2, 3, 3, 1, 2, 2, 3, 2, 4, 3, 2, 5, 2, 1, 0, 0, 0, 1, 1, 1, 3, 3, 5, 5]","[1, 2, 1, 5, 3, 2, 5, 2, 1, 4, 1, 3, 3, 3, 1, 2, 3, 3, 2, 4, 2, 3, 4, 4, 2, 3, 3, 4, 3, 5, 4, 3, 5, 3, 2, 1, 1, 1, 2, 2, 2, 4, 4, 5, 5]",128,45,26,False,1
T4_D16,125,3.6857,"[3, 5, 4, 6, 6, 4, 6, 4, 1, 2, 2, 3, 1, 1, 3, 4, 4, 5, 5, 4, 4, 2, 2, 2, 6, 1, 1, 4, 6, 4, 6, 6, 4, 4, 4]","[2, 4, 3, 5, 5, 3, 5, 3, 0, 1, 1, 2, 0, 0, 2, 3, 3, 4, 4, 3, 3, 1, 1, 1, 5, 0, 0, 3, 5, 3, 5, 5, 3, 3, 3]","[3, 5, 4, 5, 5, 4, 5, 4, 1, 2, 2, 3, 1, 1, 3, 4, 4, 5, 5, 4, 4, 2, 2, 2, 5, 1, 1, 4, 5, 4, 5, 5, 4, 4, 4]",128,35,26,False,39
T4_D16,126,4.5714,"[4, 6, 4, 3, 6, 6, 6, 4, 4, 6, 6, 4, 2, 5, 5, 3, 6, 2, 5, 6, 5, 5, 5, 6, 3, 3, 4, 4]","[3, 5, 3, 2, 5, 5, 5, 3, 3, 5, 5, 3, 1, 4, 4, 2, 5, 1, 4, 5, 4, 4, 4, 5, 2, 2, 3, 3]","[4, 5, 4, 3, 5, 5, 5, 4, 4, 5, 5, 4, 2, 5, 5, 3, 5, 2, 5, 5, 5, 5, 5, 5, 3, 3, 4, 4]",128,28,26,False,69
T4_D16,127,4.0312,"[5, 5, 6, 4, 4, 3, 5, 4, 5, 4, 2, 4, 4, 3, 3, 2, 4, 3, 4, 4, 6, 5, 3, 4, 3, 3, 6, 4, 4, 6, 2, 5]","[4, 4, 5, 3, 3, 2, 4, 3, 4, 3, 1, 3, 3, 2, 2, 1, 3, 2, 3, 3, 5, 4, 2, 3, 2, 2, 5, 3, 3, 5, 1, 4]","[5, 5, 5, 4, 4, 3, 5, 4, 5, 4, 2, 4, 4, 3, 3, 2, 4, 3, 4, 4, 5, 5, 3, 4, 3, 3, 5, 4, 4, 5, 2, 5]",128,32,26,False,10
T4_D16,128,3.9697,"[4, 6, 4, 3, 3, 5, 2, 6, 6, 4, 5, 5, 3, 3, 1, 3, 5, 4, 3, 4, 2, 6, 5, 4, 3, 5, 6, 6, 2, 3, 2, 4, 4]","[3, 5, 3, 2, 2, 4, 1, 5, 5, 3, 4, 4, 2, 2, 0, 2, 4, 3, 2, 3, 1, 5, 4, 3, 2, 4, 5, 5, 1, 2, 1, 3, 3]","[4, 5, 4, 3, 3, 5, 2, 5, 5, 4, 5, 5, 3, 3, 1, 3, 5, 4, 3, 4, 2, 5, 5, 4, 3, 5, 5, 5, 2, 3, 2, 4, 4]",128,33,26,False,1
T4_D16,129,3.9394,"[6, 5, 6, 3, 6, 4, 2, 3, 3, 5, 4, 4, 4, 6, 3, 3, 4, 4, 3, 4, 4, 5, 4, 4, 2, 4, 4, 3, 2, 4, 3, 3, 6]","[5, 4, 5, 2, 5, 3, 1, 2, 2, 4, 3, 3, 3, 5, 2, 2, 3, 3, 2, 3, 3, 4, 3, 3, 1, 3, 3, 2, 1, 3, 2, 2, 5]","[5, 5, 5, 3, 5, 4, 2, 3, 3, 5, 4, 4, 4, 5, 3, 3, 4, 4, 3, 4, 4, 5, 4, 4, 2, 4, 4, 3, 2, 4, 3, 3, 5]",128,33,26,False,11
T4_D16,130,3.3947,"[4, 6, 4, 2, 2, 4, 4, 4, 2, 1, 3, 3, 3, 3, 4, 4, 3, 3, 4, 2, 2, 4, 6, 2, 4, 4, 4, 4, 1, 5, 6, 2, 2, 4, 4, 2, 4, 4]","[3, 5, 3, 1, 1, 3, 3, 3, 1, 0, 2, 2, 2, 2, 3, 3, 2, 2, 3, 1, 1, 3, 5, 1, 3, 3, 3, 3, 0, 4, 5, 1, 1, 3, 3, 1, 3, 3]","[4, 5, 4, 2, 2, 4, 4, 4, 2, 1, 3, 3, 3, 3, 4, 4, 3, 3, 4, 2, 2, 4, 5, 2, 4, 4, 4, 4, 1, 5, 5, 2, 2, 4, 4, 2, 4, 4]",128,38,26,False,14
T4_D16,131,3.9697,"[1, 5, 5, 1, 6, 2, 2, 6, 2, 1, 4, 2, 4, 4, 6, 6, 5, 6, 6, 6, 5, 4, 2, 4, 3, 5, 2, 5, 3, 4, 4, 6, 4]","[0, 4, 4, 0, 5, 1, 1, 5, 1, 0, 3, 1, 3, 3, 5, 5, 4, 5, 5, 5, 4, 3, 1, 3, 2, 4, 1, 4, 2, 3, 3, 5, 3]","[1, 5, 5, 1, 5, 2, 2, 5, 2, 1, 4, 2, 4, 4, 5, 5, 5, 5, 5, 5, 5, 4, 2, 4, 3, 5, 2, 5, 3, 4, 4, 5, 4]",128,33,26,False,12
T4_D16,132,3.7941,"[3, 6, 4, 2, 3, 5, 3, 6, 6, 6, 4, 5, 5, 6, 3, 6, 3, 5, 4, 4, 3, 3, 3, 3, 4, 2, 2, 4, 4, 1, 3, 2, 3, 3]","[2, 5, 3, 1, 2, 4, 2, 5, 5, 5, 3, 4, 4, 5, 2, 5, 2, 4, 3, 3, 2, 2, 2, 2, 3, 1, 1, 3, 3, 0, 2, 1, 2, 2]","[3, 5, 4, 2, 3, 5, 3, 5, 5, 5, 4, 5, 5, 5, 3, 5, 3, 5, 4, 4, 3, 3, 3, 3, 4, 2, 2, 4, 4, 1, 3, 2, 3, 3]",128,34,26,False,13
T4_D16,133,4.3,"[3, 6, 5, 2, 4, 4, 3, 5, 2, 4, 6, 6, 4, 3, 4, 3, 5, 2, 6, 5, 3, 4, 2, 5, 3, 6, 6, 6, 6, 6]","[2, 5, 4, 1, 3, 3, 2, 4, 1, 3, 5, 5, 3, 2, 3, 2, 4, 1, 5, 4, 2, 3, 1, 4, 2, 5, 5, 5, 5, 5]","[3, 5, 5, 2, 4, 4, 3, 5, 2, 4, 5, 5, 4, 3, 4, 3, 5, 2, 5, 5, 3, 4, 2, 5, 3, 5, 5, 5, 5, 5]",128,30,26,False,10
T4_D16,134,3.3333,"[1, 5, 4, 4, 1, 4, 5, 4, 6, 5, 1, 3, 2, 3, 5, 3, 4, 3, 4, 4, 3, 2, 5, 4, 4, 5, 4, 2, 5, 3, 3, 2, 2, 4, 2, 2, 2, 1, 4]","[0, 4, 3, 3, 0, 3, 4, 3, 5, 4, 0, 2, 1, 2, 4, 2, 3, 2, 3, 3, 2, 1, 4, 3, 3, 4, 3, 1, 4, 2, 2, 1, 1, 3, 1, 1, 1, 0, 3]","[1, 5, 4, 4, 1, 4, 5, 4, 5, 5, 1, 3, 2, 3, 5, 3, 4, 3, 4, 4, 3, 2, 5, 4, 4, 5, 4, 2, 5, 3, 3, 2, 2, 4, 2, 2, 2, 1, 4]",128,39,26,False,4
T4_D16,135,3.2286,"[3, 2, 1, 1, 1, 3, 3, 3, 4, 6, 3, 1, 4, 4, 2, 2, 3, 1, 4, 3, 5, 6, 4, 6, 4, 2, 1, 1, 3, 6, 3, 6, 4, 4, 4]","[2, 1, 0, 0, 0, 2, 2, 2, 3, 5, 2, 0, 3, 3, 1, 1, 2, 0, 3, 2, 4, 5, 3, 5, 3, 1, 0, 0, 2, 5, 2, 5, 3, 3, 3]","[3, 2, 1, 1, 1, 3, 3, 3, 4, 5, 3, 1, 4, 4, 2, 2, 3, 1, 4, 3, 5, 5, 4, 5, 4, 2, 1, 1, 3, 5, 3, 5, 4, 4, 4]",113,35,26,False,5
T4_D16,136,3.4865,"[4, 4, 4, 5, 3, 2, 3, 4, 4, 5, 2, 3, 3, 3, 3, 2, 1, 4, 5, 5, 4, 4, 1, 3, 5, 4, 4, 2, 4, 4, 4, 4, 3, 4, 4, 2, 4]","[3, 3, 3, 4, 2, 1, 2, 3, 3, 4, 1, 2, 2, 2, 2, 1, 0, 3, 4, 4, 3, 3, 0, 2, 4, 3, 3, 1, 3, 3, 3, 3, 2, 3, 3, 1, 3]","[4, 4, 4, 5, 3, 2, 3, 4, 4, 5, 2, 3, 3, 3, 3, 2, 1, 4, 5, 5, 4, 4, 1, 3, 5, 4, 4, 2, 4, 4, 4, 4, 3, 4, 4, 2, 4]",128,37,26,False,10
T4_D16,137,3.2,"[1, 3, 6, 3, 1, 3, 4, 2, 3, 1, 3, 4, 2, 3, 1, 2, 3, 2, 6, 1, 6, 4, 2, 4, 5, 4, 3, 6, 4, 4, 3, 3, 3, 1, 4, 4, 4, 4, 2, 4]","[0, 2, 5, 2, 0, 2, 3, 1, 2, 0, 2, 3, 1, 2, 0, 1, 2, 1, 5, 0, 5, 3, 1, 3, 4, 3, 2, 5, 3, 3, 2, 2, 2, 0, 3, 3, 3, 3, 1, 3]","[1, 3, 5, 3, 1, 3, 4, 2, 3, 1, 3, 4, 2, 3, 1, 2, 3, 2, 5, 1, 5, 4, 2, 4, 5, 4, 3, 5, 4, 4, 3, 3, 3, 1, 4, 4, 4, 4, 2, 4]",128,40,26,False,10
T4_D16,138,3.6857,"[1, 4, 5, 4, 3, 4, 3, 5, 4, 4, 5, 3, 4, 5, 4, 1, 1, 1, 2, 5, 3, 4, 6, 3, 4, 3, 6, 4, 3, 4, 6, 6, 3, 3, 3]","[0, 3, 4, 3, 2, 3, 2, 4, 3, 3, 4, 2, 3, 4, 3, 0, 0, 0, 1, 4, 2, 3, 5, 2, 3, 2, 5, 3, 2, 3, 5, 5, 2, 2, 2]","[1, 4, 5, 4, 3, 4, 3, 5, 4, 4, 5, 3, 4, 5, 4, 1, 1, 1, 2, 5, 3, 4, 5, 3, 4, 3, 5, 4, 3, 4, 5, 5, 3, 3, 3]",128,35,26,False,20
T4_D16,139,4.0,"[6, 6, 2, 5, 3, 3, 4, 5, 2, 5, 6, 4, 6, 4, 4, 4, 4, 3, 6, 3, 6, 4, 1, 4, 4, 5, 4, 2, 5, 2, 1, 3, 6]","[5, 5, 1, 4, 2, 2, 3, 4, 1, 4, 5, 3, 5, 3, 3, 3, 3, 2, 5, 2, 5, 3, 0, 3, 3, 4, 3, 1, 4, 1, 0, 2, 5]","[5, 5, 2, 5, 3, 3, 4, 5, 2, 5, 5, 4, 5, 4, 4, 4, 4, 3, 5, 3, 5, 4, 1, 4, 4, 5, 4, 2, 5, 2, 1, 3, 5]",128,33,26,False,10
T4_D16,140,4.4138,"[2, 4, 5, 2, 5, 2, 4, 4, 6, 3, 4, 6, 5, 6, 6, 4, 4, 5, 4, 6, 6, 4, 4, 6, 2, 6, 6, 3, 4]","[1, 3, 4, 1, 4, 1, 3, 3, 5, 2, 3, 5, 4, 5, 5, 3, 3, 4, 3, 5, 5, 3, 3, 5, 1, 5, 5, 2, 3]","[2, 4, 5, 2, 5, 2, 4, 4, 5, 3, 4, 5, 5, 5, 5, 4, 4, 5, 4, 5, 5, 4, 4, 5, 2, 5, 5, 3, 4]",128,29,26,False,1
T4_D16,141,3.4595,"[1, 1, 5, 5, 4, 2, 2, 3, 3, 4, 3, 3, 4, 6, 6, 2, 4, 4, 6, 4, 3, 3, 2, 3, 3, 4, 3, 6, 6, 2, 3, 3, 5, 4, 3, 1, 2]","[0, 0, 4, 4, 3, 1, 1, 2, 2, 3, 2, 2, 3, 5, 5, 1, 3, 3, 5, 3, 2, 2, 1, 2, 2, 3, 2, 5, 5, 1, 2, 2, 4, 3, 2, 0, 1]","[1, 1, 5, 5, 4, 2, 2, 3, 3, 4, 3, 3, 4, 5, 5, 2, 4, 4, 5, 4, 3, 3, 2, 3, 3, 4, 3, 5, 5, 2, 3, 3, 5, 4, 3, 1, 2]",128,37,26,False,1
T4_D16,142,3.4865,"[2, 5, 2, 4, 3, 4, 4, 6, 4, 3, 5, 2, 3, 6, 4, 2, 2, 4, 4, 1, 5, 3, 3, 5, 4, 2, 2, 4, 3, 5, 4, 3, 3, 4, 3, 3, 3]","[1, 4, 1, 3, 2, 3, 3, 5, 3, 2, 4, 1, 2, 5, 3, 1, 1, 3, 3, 0, 4, 2, 2, 4, 3, 1, 1, 3, 2, 4, 3, 2, 2, 3, 2, 2, 2]","[2, 5, 2, 4, 3, 4, 4, 5, 4, 3, 5, 2, 3, 5, 4, 2, 2, 4, 4, 1, 5, 3, 3, 5, 4, 2, 2, 4, 3, 5, 4, 3, 3, 4, 3, 3, 3]",128,37,26,False,8
T4_D16,143,3.1463,"[1, 6, 5, 6, 3, 6, 4, 2, 4, 2, 2, 4, 2, 4, 4, 3, 5, 5, 2, 2, 3, 1, 6, 4, 4, 1, 4, 4, 2, 1, 1, 1, 3, 4, 1, 2, 6, 4, 2, 1, 2]","[0, 5, 4, 5, 2, 5, 3, 1, 3, 1, 1, 3, 1, 3, 3, 2, 4, 4, 1, 1, 2, 0, 5, 3, 3, 0, 3, 3, 1, 0, 0, 0, 2, 3, 0, 1, 5, 3, 1, 0, 1]","[1, 5, 5, 5, 3, 5, 4, 2, 4, 2, 2, 4, 2, 4, 4, 3, 5, 5, 2, 2, 3, 1, 5, 4, 4, 1, 4, 4, 2, 1, 1, 1, 3, 4, 1, 2, 5, 4, 2, 1, 2]",128,41,26,False,3
T4_D16,144,2.8444,"[1, 1, 6, 2, 4, 2, 4, 4, 5, 6, 3, 1, 3, 4, 1, 1, 3, 2, 2, 6, 3, 2, 1, 3, 1, 2, 4, 1, 2, 1, 1, 3, 1, 2, 5, 4, 3, 6, 4, 3, 4, 6, 2, 1, 2]","[0, 0, 5, 1, 3, 1, 3, 3, 4, 5, 2, 0, 2, 3, 0, 0, 2, 1, 1, 5, 2, 1, 0, 2, 0, 1, 3, 0, 1, 0, 0, 2, 0, 1, 4, 3, 2, 5, 3, 2, 3, 5, 1, 0, 1]","[1, 1, 5, 2, 4, 2, 4, 4, 5, 5, 3, 1, 3, 4, 1, 1, 3, 2, 2, 5, 3, 2, 1, 3, 1, 2, 4, 1, 2, 1, 1, 3, 1, 2, 5, 4, 3, 5, 4, 3, 4, 5, 2, 1, 2]",128,45,26,False,38
T4_D16,145,3.0,"[4, 6, 4, 3, 1, 2, 5, 3, 2, 2, 2, 3, 2, 2, 2, 3, 1, 4, 1, 1, 1, 5, 4, 4, 4, 6, 4, 2, 3, 2, 5, 3, 4, 5, 4, 4, 2, 2, 3, 1, 3, 1, 4]","[3, 5, 3, 2, 0, 1, 4, 2, 1, 1, 1, 2, 1, 1, 1, 2, 0, 3, 0, 0, 0, 4, 3, 3, 3, 5, 3, 1, 2, 1, 4, 2, 3, 4, 3, 3, 1, 1, 2, 0, 2, 0, 3]","[4, 5, 4, 3, 1, 2, 5, 3, 2, 2, 2, 3, 2, 2, 2, 3, 1, 4, 1, 1, 1, 5, 4, 4, 4, 5, 4, 2, 3, 2, 5, 3, 4, 5, 4, 4, 2, 2, 3, 1, 3, 1, 4]",128,43,26,False,11
T4_D16,146,3.3077,"[1, 4, 1, 2, 4, 6, 6, 6, 5, 6, 6, 4, 6, 5, 3, 1, 2, 3, 4, 3, 2, 1, 1, 4, 6, 3, 3, 2, 1, 4, 2, 2, 1, 3, 2, 5, 3, 4, 2]","[0, 3, 0, 1, 3, 5, 5, 5, 4, 5, 5, 3, 5, 4, 2, 0, 1, 2, 3, 2, 1, 0, 0, 3, 5, 2, 2, 1, 0, 3, 1, 1, 0, 2, 1, 4, 2, 3, 1]","[1, 4, 1, 2, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 1, 2, 3, 4, 3, 2, 1, 1, 4, 5, 3, 3, 2, 1, 4, 2, 2, 1, 3, 2, 5, 3, 4, 2]",128,39,26,False,1
T4_D16,147,3.3684,"[1, 2, 4, 5, 4, 2, 4, 3, 3, 4, 4, 4, 2, 6, 2, 1, 5, 6, 3, 4, 4, 1, 6, 3, 3, 1, 6, 3, 4, 3, 4, 3, 2, 2, 3, 3, 5, 3]","[0, 1, 3, 4, 3, 1, 3, 2, 2, 3, 3, 3, 1, 5, 1, 0, 4, 5, 2, 3, 3, 0, 5, 2, 2, 0, 5, 2, 3, 2, 3, 2, 1, 1, 2, 2, 4, 2]","[1, 2, 4, 5, 4, 2, 4, 3, 3, 4, 4, 4, 2, 5, 2, 1, 5, 5, 3, 4, 4, 1, 5, 3, 3, 1, 5, 3, 4, 3, 4, 3, 2, 2, 3, 3, 5, 3]",128,38,26,False,7
T4_D16,148,2.8444,"[1, 2, 3, 5, 6, 5, 3, 5, 5, 4, 2, 4, 5, 1, 3, 2, 2, 4, 1, 2, 2, 4, 1, 1, 3, 1, 6, 3, 4, 1, 2, 2, 2, 1, 1, 4, 2, 6, 5, 3, 2, 2, 2, 1, 2]","[0, 1, 2, 4, 5, 4, 2, 4, 4, 3, 1, 3, 4, 0, 2, 1, 1, 3, 0, 1, 1, 3, 0, 0, 2, 0, 5, 2, 3, 0, 1, 1, 1, 0, 0, 3, 1, 5, 4, 2, 1, 1, 1, 0, 1]","[1, 2, 3, 5, 5, 5, 3, 5, 5, 4, 2, 4, 5, 1, 3, 2, 2, 4, 1, 2, 2, 4, 1, 1, 3, 1, 5, 3, 4, 1, 2, 2, 2, 1, 1, 4, 2, 5, 5, 3, 2, 2, 2, 1, 2]",128,45,26,False,18
T4_D16,149,3.2821,"[3, 1, 4, 4, 2, 2, 4, 4, 3, 2, 6, 2, 3, 2, 4, 4, 2, 5, 2, 2, 3, 4, 6, 4, 5, 6, 4, 2, 6, 2, 4, 3, 1, 6, 2, 2, 1, 2, 4]","[2, 0, 3, 3, 1, 1, 3, 3, 2, 1, 5, 1, 2, 1, 3, 3, 1, 4, 1, 1, 2, 3, 5, 3, 4, 5, 3, 1, 5, 1, 3, 2, 0, 5, 1, 1, 0, 1, 3]","[3, 1, 4, 4, 2, 2, 4, 4, 3, 2, 5, 2, 3, 2, 4, 4, 2, 5, 2, 2, 3, 4, 5, 4, 5, 5, 4, 2, 5, 2, 4, 3, 1, 5, 2, 2, 1, 2, 4]",128,39,26,False,4
T4_D16,150,2.9545,"[1, 1, 6, 4, 3, 1, 5, 4, 4, 4, 4, 1, 3, 4, 3, 2, 3, 6, 2, 1, 2, 4, 2, 2, 4, 4, 4, 2, 4, 2, 2, 3, 4, 3, 3, 1, 1, 2, 2, 4, 3, 2, 4, 4]","[0, 0, 5, 3, 2, 0, 4, 3, 3, 3, 3, 0, 2, 3, 2, 1, 2, 5, 1, 0, 1, 3, 1, 1, 3, 3, 3, 1, 3, 1, 1, 2, 3, 2, 2, 0, 0, 1, 1, 3, 2, 1, 3, 3]","[1, 1, 5, 4, 3, 1, 5, 4, 4, 4, 4, 1, 3, 4, 3, 2, 3, 5, 2, 1, 2, 4, 2, 2, 4, 4, 4, 2, 4, 2, 2, 3, 4, 3, 3, 1, 1, 2, 2, 4, 3, 2, 4, 4]",128,44,26,False,1
T4_D16,151,3.3077,"[1, 3, 6, 3, 6, 6, 6, 4, 6, 3, 6, 1, 2, 2, 2, 2, 2, 4, 4, 2, 4, 4, 3, 4, 2, 1, 2, 1, 2, 4, 4, 4, 2, 4, 2, 4, 6, 3, 2]","[0, 2, 5, 2, 5, 5, 5, 3, 5, 2, 5, 0, 1, 1, 1, 1, 1, 3, 3, 1, 3, 3, 2, 3, 1, 0, 1, 0, 1, 3, 3, 3, 1, 3, 1, 3, 5, 2, 1]","[1, 3, 5, 3, 5, 5, 5, 4, 5, 3, 5, 1, 2, 2, 2, 2, 2, 4, 4, 2, 4, 4, 3, 4, 2, 1, 2, 1, 2, 4, 4, 4, 2, 4, 2, 4, 5, 3, 2]",128,39,26,False,1
T4_D16,152,3.225,"[1, 1, 6, 3, 2, 3, 3, 3, 4, 5, 3, 3, 5, 2, 2, 4, 2, 4, 2, 3, 2, 2, 4, 6, 2, 2, 2, 6, 4, 3, 1, 3, 4, 3, 4, 4, 4, 4, 4, 4]","[0, 0, 5, 2, 1, 2, 2, 2, 3, 4, 2, 2, 4, 1, 1, 3, 1, 3, 1, 2, 1, 1, 3, 5, 1, 1, 1, 5, 3, 2, 0, 2, 3, 2, 3, 3, 3, 3, 3, 3]","[1, 1, 5, 3, 2, 3, 3, 3, 4, 5, 3, 3, 5, 2, 2, 4, 2, 4, 2, 3, 2, 2, 4, 5, 2, 2, 2, 5, 4, 3, 1, 3, 4, 3, 4, 4, 4, 4, 4, 4]",128,40,26,False,2
