target,prompt_idx,round,fp_accept,q_accept,accept_delta,recheck_accept,recheck_accept_delta,recheck_top1_same_fp,accept_delta_vs_recheck,fp_q_top1_same,q_top1_in_tree,fp_top1_in_tree,entropy_delta,margin_delta,top1_prob_delta,kl_fp_q,tv,tree_mass_fp,tree_mass_q,tree_mass_delta,ce_delta,category
W8A8,11,13,3,3,0,3,0,True,0,True,True,True,0.009,-0.0469,-0.0027,0.0001,0.0036,0.9804,0.9808,0.0004,0.0017,UNCHANGED
W8A8,11,14,3,3,0,3,0,True,0,True,True,True,-0.024,0.1875,0.006,0.0006,0.006,0.9657,0.9713,0.0056,0.0017,UNCHANGED
W8A8,11,15,0,0,0,0,0,True,0,True,False,False,-0.0401,0.1875,0.0142,0.0016,0.0143,0.0005,0.0006,0.0001,0.0017,UNCHANGED
W4A4,0,0,2,0,-2,2,0,True,-2,False,False,True,-0.4738,1.8906,0.1436,7.1871,0.9668,0.8941,0.0145,-0.8796,-0.0117,STRICTER_ALIGNMENT_LOSS
W4A4,0,1,5,4,-1,5,0,True,-1,True,True,True,-0.0089,2.0703,0.0013,0.0022,0.0016,0.9995,0.9995,-0.0001,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,0,2,0,2,2,0,0,True,2,False,True,False,0.6495,-1.7812,-0.3307,1.0122,0.6651,0.1014,0.7545,0.6531,-0.0117,ACCIDENTAL_RANK_FLIP
W4A4,0,3,3,3,0,3,0,True,0,True,True,True,0.001,-3.3906,-0.0001,0.0001,0.0001,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,0,4,5,5,0,5,0,True,0,True,True,True,0.0134,-3.9531,-0.0017,0.0015,0.0017,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,0,5,4,3,-1,4,0,True,-1,True,True,True,-0.0019,0.9531,0.0003,0.0002,0.0003,1.0,1.0,-0.0,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,0,6,4,1,-3,4,0,True,-3,False,True,True,0.4659,-1.7656,-0.2006,1.2875,0.7179,1.0,0.9994,-0.0006,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,0,7,3,3,0,3,0,True,0,True,True,True,0.7041,-5.8125,-0.4494,0.5844,0.4494,1.0,0.9987,-0.0013,-0.0117,UNCHANGED
W4A4,0,8,3,5,2,3,0,True,2,True,True,True,0.0002,-0.5312,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,BENIGN_GENEROSITY
W4A4,0,9,2,0,-2,2,0,True,-2,False,False,True,0.6599,-3.0156,-0.3037,1.2002,0.6976,0.9991,0.3228,-0.6764,-0.0117,STRICTER_ALIGNMENT_LOSS
W4A4,0,10,1,1,0,1,0,True,0,True,True,True,0.0699,-5.1094,-0.0114,0.0111,0.0114,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,0,11,3,3,0,3,0,True,0,True,True,True,0.0,-1.8594,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,0,12,3,3,0,3,0,True,0,True,True,True,0.0099,-3.7188,-0.0013,0.0012,0.0013,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,0,13,0,1,1,0,0,True,1,False,True,False,0.9518,-0.3906,-0.2815,1.0425,0.6214,0.0087,0.4019,0.3932,-0.0117,ACCIDENTAL_RANK_FLIP
W4A4,0,14,2,1,-1,2,0,True,-1,False,True,True,0.8087,-2.7812,-0.4642,0.7248,0.5636,0.9988,0.9909,-0.008,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,0,15,3,3,0,3,0,True,0,True,True,True,0.0004,-3.5,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,1,0,3,3,0,3,0,True,0,True,True,True,-0.3076,3.4844,0.2385,0.8366,0.2741,0.9983,0.964,-0.0343,-0.0117,UNCHANGED
W4A4,1,1,3,3,0,3,0,True,0,True,True,True,0.0002,-1.1875,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,1,2,2,2,0,2,0,True,0,True,True,True,0.0002,-1.5234,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,1,3,3,3,0,3,0,True,0,True,True,True,0.001,-1.375,-0.0001,0.0001,0.0001,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,1,4,5,5,0,5,0,True,0,True,True,True,0.0,-0.6016,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,1,5,3,3,0,3,0,True,0,True,True,True,0.2006,-4.1406,-0.0489,0.0468,0.0489,0.9992,0.9502,-0.0489,-0.0117,UNCHANGED
W4A4,1,6,5,5,0,5,0,True,0,True,True,True,0.0002,-5.4453,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,1,7,5,5,0,5,0,True,0,True,True,True,0.1006,-4.9062,-0.0183,0.0186,0.0184,1.0,0.9988,-0.0012,-0.0117,UNCHANGED
W4A4,1,8,5,5,0,5,0,True,0,True,True,True,0.0087,-7.25,-0.001,0.001,0.001,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,1,9,4,4,0,4,0,True,0,True,True,True,0.0003,-2.5938,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,1,10,5,5,0,5,0,True,0,True,True,True,0.0018,-4.25,-0.0002,0.0002,0.0002,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,1,11,3,4,1,3,0,True,1,True,True,True,0.3475,-1.1719,-0.2775,0.1859,0.2775,0.7927,0.5153,-0.2774,-0.0117,FLATTENING_GENEROSITY
W4A4,1,12,1,1,0,1,0,True,0,True,True,True,0.3746,-0.9531,-0.1935,0.1877,0.2203,0.9711,0.7533,-0.2179,-0.0117,UNCHANGED
W4A4,1,13,2,2,0,2,0,True,0,True,True,True,0.1712,-2.375,-0.0388,0.0304,0.0388,0.9999,0.9987,-0.0013,-0.0117,UNCHANGED
W4A4,1,14,2,2,0,2,0,True,0,True,True,True,0.5222,-2.9531,-0.1535,0.1389,0.1536,0.9987,0.9942,-0.0045,-0.0117,UNCHANGED
W4A4,2,0,5,5,0,5,0,True,0,True,True,True,0.3852,-2.0,-0.3735,0.333,0.3809,0.9973,0.9897,-0.0076,-0.0117,UNCHANGED
W4A4,2,1,3,3,0,3,0,True,0,True,True,True,0.0004,-3.2344,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,2,2,3,3,0,3,0,True,0,True,True,True,0.0007,-3.8594,-0.0001,0.0001,0.0001,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,2,3,5,5,0,5,0,True,0,True,True,True,0.0001,-1.8594,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,2,4,5,5,0,5,0,True,0,True,True,True,0.4443,-6.5781,-0.1148,0.1207,0.1148,1.0,0.9891,-0.0108,-0.0117,UNCHANGED
W4A4,2,5,5,5,0,5,0,True,0,True,True,True,0.2833,-5.6406,-0.0751,0.0764,0.0751,1.0,0.9986,-0.0014,-0.0117,UNCHANGED
W4A4,2,6,2,4,2,2,0,True,2,True,True,True,0.0029,0.25,-0.0002,0.0007,0.0004,1.0,0.9997,-0.0003,-0.0117,BENIGN_GENEROSITY
W4A4,2,7,3,4,1,3,0,True,1,True,True,True,0.0009,0.6875,-0.0001,0.0002,0.0002,0.9997,0.9998,0.0001,-0.0117,BENIGN_GENEROSITY
W4A4,2,8,3,3,0,3,0,True,0,True,True,True,0.0003,-3.125,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,2,9,3,3,0,3,0,True,0,True,True,True,0.5121,-5.2188,-0.1848,0.1979,0.1848,1.0,0.9994,-0.0005,-0.0117,UNCHANGED
W4A4,2,10,3,5,2,3,0,True,2,True,True,True,0.4852,-2.3594,-0.1528,0.128,0.1528,0.9999,0.9895,-0.0105,-0.0117,FLATTENING_GENEROSITY
W4A4,2,11,1,1,0,1,0,True,0,True,True,True,0.0152,-3.9844,-0.002,0.0019,0.002,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,2,12,5,5,0,5,0,True,0,True,True,True,0.0001,-1.2969,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,2,13,3,3,0,3,0,True,0,True,True,True,0.0,-6.0312,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,2,14,2,1,-1,2,0,True,-1,True,True,True,0.0141,-4.1406,-0.0016,0.0016,0.0016,1.0,0.9995,-0.0005,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,3,0,3,3,0,3,0,True,0,True,True,True,0.0232,-0.0781,-0.0031,0.0301,0.01,0.9991,0.9963,-0.0027,-0.0117,UNCHANGED
W4A4,3,1,1,1,0,1,0,True,0,True,True,True,0.0697,-4.2344,-0.0133,0.0125,0.0133,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,3,2,2,2,0,2,0,True,0,True,True,True,0.8401,-4.25,-0.2019,0.2142,0.2019,0.9988,0.9139,-0.0849,-0.0117,UNCHANGED
W4A4,3,3,3,3,0,3,0,True,0,True,True,True,0.0,-0.7344,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,3,4,2,2,0,2,0,True,0,True,True,True,1.0213,0.2969,-0.0768,0.273,0.2742,0.8855,0.7301,-0.1554,-0.0117,UNCHANGED
W4A4,3,5,5,5,0,5,0,True,0,True,True,True,-0.0035,1.5469,0.0004,0.0005,0.0005,0.9996,0.9999,0.0003,-0.0117,UNCHANGED
W4A4,3,6,1,1,0,1,0,True,0,True,True,True,0.1025,-3.1562,-0.0142,0.0126,0.0142,0.9996,0.9864,-0.0131,-0.0117,UNCHANGED
W4A4,3,7,1,1,0,1,0,True,0,True,True,True,0.0035,-5.2031,-0.0004,0.0004,0.0004,1.0,0.9996,-0.0004,-0.0117,UNCHANGED
W4A4,3,8,5,5,0,5,0,True,0,True,True,True,0.0003,-3.6562,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,3,9,4,4,0,4,0,True,0,True,True,True,0.0956,-3.1094,-0.015,0.0138,0.0151,0.9999,0.9935,-0.0065,-0.0117,UNCHANGED
W4A4,3,10,3,3,0,3,0,True,0,True,True,True,0.1355,-1.0938,-0.042,0.0195,0.042,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,3,11,1,1,0,1,0,True,0,True,True,True,0.0988,-0.2812,-0.0216,0.0095,0.0216,1.0,0.9943,-0.0056,-0.0117,UNCHANGED
W4A4,3,12,2,1,-1,2,0,True,-1,True,True,True,0.0001,-1.1875,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,3,13,1,1,0,1,0,True,0,True,True,True,0.7792,-2.8906,-0.2567,0.2935,0.2581,0.9831,0.747,-0.2361,-0.0117,UNCHANGED
W4A4,3,14,1,1,0,1,0,True,0,True,True,True,0.0,-3.6172,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,3,15,3,3,0,3,0,True,0,True,True,True,0.064,-5.5781,-0.0095,0.0095,0.0095,1.0,0.9998,-0.0002,-0.0117,UNCHANGED
W4A4,4,0,0,0,0,0,0,True,0,False,False,False,0.5292,0.2109,-0.0359,1.1724,0.6609,0.1788,0.1805,0.0017,-0.0117,UNCHANGED
W4A4,4,1,4,4,0,4,0,True,0,True,True,True,0.039,-5.6875,-0.004,0.0039,0.004,1.0,0.9972,-0.0028,-0.0117,UNCHANGED
W4A4,4,2,2,2,0,2,0,True,0,True,True,True,1.0471,-2.6328,-0.4657,0.7174,0.5215,0.8674,0.4637,-0.4037,-0.0117,UNCHANGED
W4A4,4,3,1,1,0,1,0,True,0,True,True,True,1.319,-2.0469,-0.4886,0.7078,0.505,0.939,0.8221,-0.117,-0.0117,UNCHANGED
W4A4,4,4,2,2,0,2,0,True,0,True,True,True,0.0051,-3.1406,-0.0004,0.0004,0.0004,1.0,0.9997,-0.0003,-0.0117,UNCHANGED
W4A4,4,5,2,2,0,2,0,True,0,True,True,True,-0.0,0.8359,0.0,0.0,0.0,1.0,1.0,0.0,-0.0117,UNCHANGED
W4A4,4,6,3,3,0,3,0,True,0,True,True,True,0.0018,0.0312,-0.0002,0.0002,0.0002,0.9999,0.9997,-0.0002,-0.0117,UNCHANGED
W4A4,4,7,3,2,-1,3,0,True,-1,True,True,True,0.0002,-3.2031,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,4,8,0,0,0,0,0,True,0,False,False,False,0.4059,-0.375,-0.1391,0.1573,0.2077,0.0353,0.1629,0.1275,-0.0117,UNCHANGED
W4A4,4,9,2,0,-2,2,0,True,-2,False,False,True,1.3572,-5.2656,-0.549,0.8198,0.5694,0.9943,0.4253,-0.5691,-0.0117,STRICTER_ALIGNMENT_LOSS
W4A4,4,10,2,2,0,2,0,True,0,True,True,True,0.0009,-0.4141,-0.0001,0.0001,0.0001,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,4,11,2,3,1,2,0,True,1,True,True,True,-0.0023,-0.4688,-0.0001,0.024,0.0093,0.9881,0.9951,0.007,-0.0117,BENIGN_GENEROSITY
W4A4,4,12,3,1,-2,3,0,True,-2,True,True,True,0.186,-3.6562,-0.0439,0.0406,0.0439,1.0,0.9977,-0.0023,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,4,13,1,1,0,1,0,True,0,True,True,True,0.2556,-4.3125,-0.0683,0.0665,0.0683,0.9999,0.9985,-0.0014,-0.0117,UNCHANGED
W4A4,4,14,2,1,-1,2,0,True,-1,True,True,True,0.0008,-3.7188,-0.0001,0.0001,0.0001,1.0,1.0,-0.0,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,4,15,2,2,0,2,0,True,0,True,True,True,-0.2243,2.0859,0.0319,0.1374,0.0347,0.9739,0.9922,0.0183,-0.0117,UNCHANGED
W4A4,5,0,2,0,-2,2,0,True,-2,False,False,True,-0.7607,1.1406,0.3336,1.857,0.5834,0.5532,0.2229,-0.3303,-0.0117,STRICTER_ALIGNMENT_LOSS
W4A4,5,1,3,3,0,3,0,True,0,True,True,True,0.0098,0.0469,0.0029,0.0022,0.005,1.0,0.9992,-0.0008,-0.0117,UNCHANGED
W4A4,5,2,5,5,0,5,0,True,0,True,True,True,0.2001,-3.5,-0.0429,0.0383,0.0429,1.0,0.9984,-0.0016,-0.0117,UNCHANGED
W4A4,5,3,5,5,0,5,0,True,0,True,True,True,0.0235,-2.8125,-0.0028,0.0026,0.0028,1.0,0.9991,-0.0009,-0.0117,UNCHANGED
W4A4,5,4,2,2,0,2,0,True,0,True,True,True,0.0095,-10.7656,-0.0012,0.0012,0.0012,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,5,5,3,3,0,3,0,True,0,True,True,True,0.4334,-2.1406,-0.1228,0.128,0.1292,0.9876,0.9075,-0.08,-0.0117,UNCHANGED
W4A4,5,6,0,0,0,0,0,True,0,True,False,False,-0.3327,0.4219,0.1544,0.1319,0.1586,0.362,0.2319,-0.1301,-0.0117,UNCHANGED
W4A4,5,7,3,3,0,3,0,True,0,True,True,True,0.0067,-0.0156,-0.0008,0.0007,0.0008,1.0,0.9992,-0.0008,-0.0117,UNCHANGED
W4A4,5,8,0,0,0,0,0,True,0,True,False,False,0.0154,-5.1406,-0.0017,0.0016,0.0017,0.0,0.0,0.0,-0.0117,UNCHANGED
W4A4,5,9,1,1,0,1,0,True,0,True,True,True,0.0057,-4.4531,-0.0007,0.0007,0.0007,1.0,0.9993,-0.0007,-0.0117,UNCHANGED
W4A4,5,10,2,2,0,2,0,True,0,True,True,True,0.0,-2.7109,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,5,11,2,2,0,2,0,True,0,True,True,True,0.0058,-3.9375,-0.0005,0.0005,0.0005,1.0,0.9996,-0.0004,-0.0117,UNCHANGED
W4A4,5,12,0,2,2,0,0,True,2,False,True,False,0.3441,0.0625,-0.0982,1.7863,0.7693,0.5068,0.7755,0.2688,-0.0117,ACCIDENTAL_RANK_FLIP
W4A4,5,13,1,1,0,1,0,True,0,True,True,True,0.2811,-4.2969,-0.0423,0.041,0.0424,0.9994,0.9605,-0.0389,-0.0117,UNCHANGED
W4A4,5,14,3,3,0,3,0,True,0,True,True,True,0.2263,-5.5625,-0.0442,0.0439,0.0442,0.9997,0.9555,-0.0442,-0.0117,UNCHANGED
W4A4,5,15,2,2,0,2,0,True,0,True,True,True,0.288,-0.3281,-0.0782,0.0593,0.0993,0.7509,0.706,-0.045,-0.0117,UNCHANGED
W4A4,6,0,2,1,-1,2,0,True,-1,False,True,True,-0.2955,0.2656,0.0981,1.3825,0.6781,0.9655,0.9871,0.0216,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,6,1,3,4,1,3,0,True,1,True,True,True,0.0124,-3.1875,-0.0016,0.0014,0.0016,1.0,0.9999,-0.0001,-0.0117,BENIGN_GENEROSITY
W4A4,6,2,4,4,0,4,0,True,0,True,True,True,0.0002,-5.9688,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,6,3,2,2,0,2,0,True,0,True,True,True,0.0003,-2.9844,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,6,4,4,4,0,4,0,True,0,True,True,True,-0.3382,2.0,0.2754,0.3454,0.2857,0.9972,0.9869,-0.0103,-0.0117,UNCHANGED
W4A4,6,5,5,5,0,5,0,True,0,True,True,True,0.001,-1.9531,-0.0001,0.0001,0.0001,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,6,6,2,2,0,2,0,True,0,True,True,True,0.0,-5.1875,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,6,7,3,3,0,3,0,True,0,True,True,True,0.0,-4.7031,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,6,8,5,5,0,5,0,True,0,True,True,True,0.0,-2.6172,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,6,9,2,2,0,2,0,True,0,True,True,True,0.8946,-5.0625,-0.337,0.3939,0.337,0.9974,0.914,-0.0834,-0.0117,UNCHANGED
W4A4,6,10,2,3,1,2,0,True,1,True,True,True,0.3787,-4.5469,-0.0832,0.0841,0.0832,0.9991,0.9804,-0.0187,-0.0117,BENIGN_GENEROSITY
W4A4,6,11,1,1,0,1,0,True,0,True,True,True,0.0194,-1.8281,-0.0027,0.0019,0.0027,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,6,12,2,2,0,2,0,True,0,False,True,True,0.2322,-0.2969,-0.0833,0.3418,0.3953,0.9542,0.9259,-0.0283,-0.0117,UNCHANGED
W4A4,6,13,4,3,-1,4,0,True,-1,True,True,True,0.0,-1.2344,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,6,14,0,3,3,0,0,True,3,False,True,False,0.1441,0.3438,0.0037,0.6431,0.397,0.3221,0.6633,0.3412,-0.0117,ACCIDENTAL_RANK_FLIP
W4A4,6,15,1,1,0,1,0,True,0,True,True,True,0.0005,-5.3438,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,7,0,0,0,0,0,0,True,0,True,False,False,0.2883,0.0469,-0.0104,0.3772,0.2161,0.2899,0.396,0.1061,-0.0117,UNCHANGED
W4A4,7,1,2,2,0,2,0,True,0,True,True,True,-0.7825,0.7031,0.24,0.5629,0.2817,0.761,0.9038,0.1428,-0.0117,UNCHANGED
W4A4,7,2,2,2,0,2,0,True,0,True,True,True,0.5621,-2.75,-0.366,0.3626,0.3661,0.9988,0.9925,-0.0063,-0.0117,UNCHANGED
W4A4,7,3,1,1,0,1,0,True,0,True,True,True,0.0207,-2.1094,-0.0028,0.0021,0.0028,1.0,0.9996,-0.0003,-0.0117,UNCHANGED
W4A4,7,4,3,3,0,3,0,True,0,True,True,True,0.4868,-2.3594,-0.2317,0.2797,0.2606,0.9292,0.9348,0.0056,-0.0117,UNCHANGED
W4A4,7,5,3,3,0,3,0,True,0,True,True,True,0.6017,-2.2344,-0.1456,0.1326,0.1494,0.9929,0.9673,-0.0256,-0.0117,UNCHANGED
W4A4,7,6,2,0,-2,2,0,True,-2,False,False,True,-0.3058,0.0703,0.08,1.0119,0.5567,0.4954,0.3061,-0.1892,-0.0117,STRICTER_ALIGNMENT_LOSS
W4A4,7,7,1,1,0,1,0,True,0,True,True,True,0.0031,-5.5781,-0.0003,0.0003,0.0003,1.0,0.9997,-0.0003,-0.0117,UNCHANGED
W4A4,7,8,1,5,4,1,0,True,4,True,True,True,0.0396,-0.5469,-0.005,0.0069,0.007,0.9953,0.9911,-0.0043,-0.0117,BENIGN_GENEROSITY
W4A4,7,9,3,3,0,3,0,True,0,True,True,True,0.2614,1.2188,-0.0098,0.2123,0.1032,0.9986,0.9306,-0.0681,-0.0117,UNCHANGED
W4A4,7,10,4,4,0,4,0,True,0,True,True,True,2.4385,-4.3984,-0.6936,1.1514,0.6936,0.986,0.3503,-0.6357,-0.0117,UNCHANGED
W4A4,7,11,3,3,0,3,0,True,0,True,True,True,0.171,-0.4219,-0.0469,0.1931,0.1122,0.9265,0.9864,0.0599,-0.0117,UNCHANGED
W4A4,7,12,2,1,-1,2,0,True,-1,True,True,True,-0.1845,1.0156,0.2091,0.1204,0.2173,0.9511,0.9677,0.0166,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,7,13,2,2,0,2,0,True,0,True,True,True,0.8958,-0.5,-0.1967,0.4186,0.3153,0.7852,0.5847,-0.2005,-0.0117,UNCHANGED
W4A4,7,14,3,3,0,3,0,True,0,True,True,True,0.1567,-0.9062,-0.0541,0.0225,0.0541,1.0,0.9994,-0.0006,-0.0117,UNCHANGED
W4A4,7,15,2,3,1,2,0,True,1,True,True,True,0.0011,-0.0781,-0.0001,0.0001,0.0001,1.0,0.9999,-0.0001,-0.0117,BENIGN_GENEROSITY
W4A4,8,0,2,0,-2,2,0,True,-2,False,False,True,0.0188,-0.8906,-0.1761,1.3351,0.6327,0.715,0.3541,-0.361,-0.0117,STRICTER_ALIGNMENT_LOSS
W4A4,8,1,2,3,1,2,0,True,1,True,True,True,0.0099,-0.1094,-0.0259,0.0025,0.0265,0.9993,0.9996,0.0003,-0.0117,BENIGN_GENEROSITY
W4A4,8,2,5,5,0,5,0,True,0,True,True,True,0.4365,-0.2812,-0.2,0.297,0.2737,0.9924,0.983,-0.0094,-0.0117,UNCHANGED
W4A4,8,3,5,5,0,5,0,True,0,True,True,True,-0.0678,1.5312,0.2708,0.3036,0.3226,0.9999,0.9997,-0.0002,-0.0117,UNCHANGED
W4A4,8,4,1,1,0,1,0,True,0,True,True,True,0.0815,-1.6406,-0.0189,0.0118,0.0191,0.9994,0.9995,0.0001,-0.0117,UNCHANGED
W4A4,8,5,5,3,-2,5,0,True,-2,True,True,True,0.0,-1.4219,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,8,6,3,3,0,3,0,True,0,True,True,True,0.0674,-2.1875,-0.0126,0.0093,0.0126,1.0,0.9989,-0.001,-0.0117,UNCHANGED
W4A4,8,7,3,3,0,3,0,True,0,True,True,True,0.0004,-1.2656,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,8,8,4,4,0,4,0,True,0,True,True,True,0.0015,-0.8906,-0.0001,0.0001,0.0001,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,8,9,3,3,0,3,0,True,0,True,True,True,0.2901,-2.3906,-0.0829,0.0788,0.0829,0.9919,0.9884,-0.0036,-0.0117,UNCHANGED
W4A4,8,10,2,2,0,2,0,True,0,True,True,True,0.0,-0.6328,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,8,11,5,5,0,5,0,True,0,True,True,True,-0.0003,1.3438,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,8,12,4,4,0,4,0,True,0,True,True,True,0.0216,-0.1562,-0.0062,0.0007,0.0062,1.0,0.9998,-0.0002,-0.0117,UNCHANGED
W4A4,8,13,5,4,-1,5,0,True,-1,True,True,True,-0.3072,2.0,0.1234,0.1572,0.1235,1.0,0.9999,-0.0,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,8,14,1,2,1,1,0,True,1,True,True,True,0.1068,-0.6875,-0.0124,0.0117,0.0124,0.9998,0.9888,-0.011,-0.0117,BENIGN_GENEROSITY
W4A4,9,0,2,0,-2,2,0,True,-2,False,False,True,0.4941,0.3438,-0.0294,0.8837,0.5714,0.9981,0.4412,-0.5569,-0.0117,STRICTER_ALIGNMENT_LOSS
W4A4,9,1,5,2,-3,5,0,True,-3,False,True,True,0.1139,-0.1719,-0.039,0.9566,0.632,0.9816,0.9688,-0.0128,-0.0117,STRICTER_ALIGNMENT_LOSS
W4A4,9,2,4,4,0,4,0,True,0,True,True,True,0.0086,0.2969,0.0007,0.0031,0.0047,0.9806,0.9814,0.0007,-0.0117,UNCHANGED
W4A4,9,3,3,3,0,3,0,True,0,True,True,True,0.0682,-2.2969,-0.0139,0.0104,0.0139,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,9,4,1,1,0,1,0,True,0,True,True,True,0.0006,-2.0312,-0.0001,0.0,0.0001,1.0,0.9999,-0.0001,-0.0117,UNCHANGED
W4A4,9,5,3,3,0,3,0,True,0,False,True,True,-0.4368,4.7031,0.1648,4.8115,0.8315,1.0,0.9999,-0.0,-0.0117,UNCHANGED
W4A4,9,6,2,2,0,2,0,True,0,True,True,True,0.0001,-6.3125,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,9,7,3,3,0,3,0,True,0,True,True,True,0.0,-0.3281,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,9,8,2,2,0,2,0,True,0,False,True,True,0.2148,0.8906,0.1185,0.4364,0.416,0.9405,0.9158,-0.0247,-0.0117,UNCHANGED
W4A4,9,9,2,3,1,2,0,True,1,True,True,True,0.0063,-5.1094,-0.0007,0.0007,0.0007,1.0,0.9993,-0.0007,-0.0117,BENIGN_GENEROSITY
W4A4,9,10,0,0,0,0,0,True,0,True,False,False,-0.0866,1.2344,0.1768,0.1879,0.2361,0.3967,0.2214,-0.1754,-0.0117,UNCHANGED
W4A4,9,11,3,3,0,3,0,True,0,True,True,True,0.0005,-0.25,-0.0,0.0002,0.0001,1.0,0.9999,-0.0,-0.0117,UNCHANGED
W4A4,9,12,3,3,0,3,0,True,0,True,True,True,0.0,-1.2969,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,9,13,4,4,0,4,0,True,0,True,True,True,0.0044,-6.1719,-0.0004,0.0004,0.0004,1.0,0.9997,-0.0003,-0.0117,UNCHANGED
W4A4,9,14,1,1,0,1,0,True,0,True,True,True,0.0,-2.2031,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,9,15,1,1,0,1,0,True,0,True,True,True,0.1162,-0.8906,-0.0208,0.0185,0.0208,0.9999,0.9818,-0.0181,-0.0117,UNCHANGED
W4A4,10,0,0,0,0,0,0,True,0,True,False,False,0.5937,0.0938,-0.1072,0.4421,0.314,0.2381,0.0583,-0.1799,-0.0117,UNCHANGED
