cell,prompt_id,mean_acceptance,acceptance_list,accepted_depths,first_rejection_depths,n_new_tokens,n_cycles,tree_size,exact_match,first_mismatch
T8_D8,92,2.5,"[3, 3, 2, 4, 3, 2, 3, 4, 4, 3, 1, 1, 1, 3, 2, 3, 1, 1, 4, 3, 2, 3, 4, 2, 1, 2]","[2, 2, 1, 3, 2, 1, 2, 3, 3, 2, 0, 0, 0, 2, 1, 2, 0, 0, 3, 2, 1, 2, 3, 1, 0, 1]","[3, 3, 2, 4, 3, 2, 3, 4, 4, 3, 1, 1, 1, 3, 2, 3, 1, 1, 4, 3, 2, 3, 4, 2, 1, 2]",64,26,26,True,-1
T8_D8,93,4.125,"[4, 5, 4, 2, 3, 5, 6, 5, 4, 3, 4, 6, 5, 3, 2, 5]","[3, 4, 3, 1, 2, 4, 5, 4, 3, 2, 3, 5, 4, 2, 1, 4]","[4, 5, 4, 2, 3, 5, 5, 5, 4, 3, 4, 5, 5, 3, 2, 5]",64,16,26,True,-1
T8_D8,94,3.2353,"[6, 6, 2, 5, 6, 5, 4, 1, 2, 2, 3, 2, 2, 3, 3, 2, 1]","[5, 5, 1, 4, 5, 4, 3, 0, 1, 1, 2, 1, 1, 2, 2, 1, 0]","[5, 5, 2, 5, 5, 5, 4, 1, 2, 2, 3, 2, 2, 3, 3, 2, 1]",55,17,26,True,-1
T8_D8,95,2.7826,"[5, 5, 3, 4, 3, 3, 4, 4, 2, 2, 2, 2, 1, 1, 3, 2, 3, 2, 2, 2, 3, 3, 3]","[4, 4, 2, 3, 2, 2, 3, 3, 1, 1, 1, 1, 0, 0, 2, 1, 2, 1, 1, 1, 2, 2, 2]","[5, 5, 3, 4, 3, 3, 4, 4, 2, 2, 2, 2, 1, 1, 3, 2, 3, 2, 2, 2, 3, 3, 3]",64,23,26,True,-1
T8_D8,96,3.6111,"[1, 3, 4, 3, 4, 1, 4, 6, 3, 3, 4, 6, 4, 4, 4, 4, 5, 2]","[0, 2, 3, 2, 3, 0, 3, 5, 2, 2, 3, 5, 3, 3, 3, 3, 4, 1]","[1, 3, 4, 3, 4, 1, 4, 5, 3, 3, 4, 5, 4, 4, 4, 4, 5, 2]",64,18,26,True,-1
T8_D8,97,3.4737,"[4, 5, 4, 2, 2, 4, 4, 3, 4, 6, 3, 2, 3, 3, 3, 3, 3, 5, 3]","[3, 4, 3, 1, 1, 3, 3, 2, 3, 5, 2, 1, 2, 2, 2, 2, 2, 4, 2]","[4, 5, 4, 2, 2, 4, 4, 3, 4, 5, 3, 2, 3, 3, 3, 3, 3, 5, 3]",64,19,26,True,-1
T8_D8,98,2.5385,"[3, 2, 1, 3, 2, 3, 2, 2, 3, 2, 1, 3, 2, 4, 4, 3, 1, 2, 4, 4, 3, 5, 1, 1, 2, 3]","[2, 1, 0, 2, 1, 2, 1, 1, 2, 1, 0, 2, 1, 3, 3, 2, 0, 1, 3, 3, 2, 4, 0, 0, 1, 2]","[3, 2, 1, 3, 2, 3, 2, 2, 3, 2, 1, 3, 2, 4, 4, 3, 1, 2, 4, 4, 3, 5, 1, 1, 2, 3]",64,26,26,False,59
T8_D8,99,3.7647,"[1, 2, 3, 4, 6, 1, 2, 5, 6, 3, 6, 5, 4, 6, 4, 4, 2]","[0, 1, 2, 3, 5, 0, 1, 4, 5, 2, 5, 4, 3, 5, 3, 3, 1]","[1, 2, 3, 4, 5, 1, 2, 5, 5, 3, 5, 5, 4, 5, 4, 4, 2]",64,17,26,False,33
T8_D8,100,2.7826,"[3, 3, 2, 2, 4, 3, 1, 4, 4, 1, 3, 2, 4, 3, 1, 3, 4, 3, 3, 4, 4, 2, 1]","[2, 2, 1, 1, 3, 2, 0, 3, 3, 0, 2, 1, 3, 2, 0, 2, 3, 2, 2, 3, 3, 1, 0]","[3, 3, 2, 2, 4, 3, 1, 4, 4, 1, 3, 2, 4, 3, 1, 3, 4, 3, 3, 4, 4, 2, 1]",64,23,26,True,-1
T8_D4,81,1.1636,"[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",64,55,26,True,-1
T8_D4,82,1.2308,"[1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]",64,52,26,True,-1
T8_D4,83,1.4222,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 2, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 2, 1]",64,45,26,False,29
T8_D4,84,1.3542,"[1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 3]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 2]","[1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 3]",64,48,26,True,-1
T8_D4,85,1.1852,"[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",64,54,26,False,46
T8_D4,86,1.25,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2]",64,52,26,True,-1
T8_D4,87,1.2075,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1]",64,53,26,True,-1
T8_D4,88,1.2264,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2]",64,53,26,True,-1
