ds,prompt,cycle_prefix,layer,arm,K_ctx_nmse,V_ctx_nmse,score_nmse,softmax_kl_mean,softmax_tv_mean,top1_agree,attention_dtype
mtbench,3,535,2,w4a4,0.15913760662078857,0.26892590522766113,0.06330990046262741,0.32646629214286804,0.25801554322242737,0.40625,bf16 (all arms)
mtbench,3,535,2,rc1,0.009222017601132393,0.018297318369150162,0.003252476453781128,0.09032100439071655,0.14965108036994934,0.59375,bf16 (all arms)
mtbench,3,535,3,w4a4,0.15797720849514008,0.328387051820755,0.06100855767726898,0.3818212151527405,0.30753079056739807,0.503125011920929,bf16 (all arms)
mtbench,3,535,3,rc1,0.009408839978277683,0.02518036961555481,0.0033597678411751986,0.05558593198657036,0.09297442436218262,0.84375,bf16 (all arms)
mtbench,3,535,4,w4a4,0.15857553482055664,0.4138234555721283,0.0560602992773056,0.36472392082214355,0.2987414300441742,0.6187500357627869,bf16 (all arms)
mtbench,3,535,4,rc1,0.009415105916559696,0.03241210803389549,0.002833826467394829,0.029636112973093987,0.08372744172811508,0.875,bf16 (all arms)
mtbench,3,539,0,w4a4,0.18690446019172668,0.28292030096054077,0.22557789087295532,0.43988296389579773,0.3421189486980438,0.30000001192092896,bf16 (all arms)
mtbench,3,539,0,rc1,0.011122959665954113,0.019435327500104904,0.013160868547856808,0.027958739548921585,0.09138467162847519,0.7875000238418579,bf16 (all arms)
mtbench,3,539,1,w4a4,0.05164846032857895,0.31534016132354736,0.04729917272925377,0.1852434128522873,0.20436373353004456,0.7125000357627869,bf16 (all arms)
mtbench,3,539,1,rc1,0.002525053918361664,0.022464582696557045,0.010500878095626831,0.08558722585439682,0.10701809078454971,0.8687500357627869,bf16 (all arms)
mtbench,3,539,2,w4a4,0.15913830697536469,0.26908016204833984,0.0643053874373436,0.22262482345104218,0.23345987498760223,0.4749999940395355,bf16 (all arms)
mtbench,3,539,2,rc1,0.009217660874128342,0.018299952149391174,0.0027302075177431107,0.055848635733127594,0.11268410831689835,0.6656250357627869,bf16 (all arms)
mtbench,3,539,3,w4a4,0.15803709626197815,0.3286493718624115,0.06051192060112953,0.24477961659431458,0.25053274631500244,0.643750011920929,bf16 (all arms)
mtbench,3,539,3,rc1,0.009404631331562996,0.025192812085151672,0.002768544480204582,0.03919670730829239,0.08585675060749054,0.8968750238418579,bf16 (all arms)
mtbench,3,539,4,w4a4,0.15853950381278992,0.41394853591918945,0.049815572798252106,0.27596789598464966,0.2685796320438385,0.6312500238418579,bf16 (all arms)
mtbench,3,539,4,rc1,0.009408880025148392,0.03241541609168053,0.00274072727188468,0.019036227837204933,0.0712490975856781,0.8812500238418579,bf16 (all arms)
gsm8k,0,115,0,w4a4,0.13005289435386658,0.20049506425857544,0.11170124262571335,0.21800458431243896,0.2437322586774826,0.48750001192092896,bf16 (all arms)
gsm8k,0,115,0,rc1,0.011338961310684681,0.019742203876376152,0.01204298622906208,0.028592858463525772,0.08751007914543152,0.8187500238418579,bf16 (all arms)
gsm8k,0,115,1,w4a4,0.06829053163528442,0.23369406163692474,0.06466056406497955,0.4641929566860199,0.2727868854999542,0.6156250238418579,bf16 (all arms)
gsm8k,0,115,1,rc1,0.00421972805634141,0.02363840863108635,0.04278912395238876,0.38636907935142517,0.1716419756412506,0.784375011920929,bf16 (all arms)
gsm8k,0,115,2,w4a4,0.11106503009796143,0.18919026851654053,0.02021452784538269,0.1702132672071457,0.20729966461658478,0.5718750357627869,bf16 (all arms)
gsm8k,0,115,2,rc1,0.009643643163144588,0.019171807914972305,0.0020473119802773,0.04410123452544212,0.10713265091180801,0.7093750238418579,bf16 (all arms)
gsm8k,0,115,3,w4a4,0.09479361772537231,0.21052716672420502,0.015597707591950893,0.1931879222393036,0.2222047597169876,0.643750011920929,bf16 (all arms)
gsm8k,0,115,3,rc1,0.008689784444868565,0.022371415048837662,0.00260804477147758,0.027869997546076775,0.07586126774549484,0.921875,bf16 (all arms)
gsm8k,0,115,4,w4a4,0.09456745535135269,0.28337380290031433,0.014417272992432117,0.2198207825422287,0.24418437480926514,0.5625,bf16 (all arms)
gsm8k,0,115,4,rc1,0.00868927501142025,0.03024120070040226,0.002058946993201971,0.029751334339380264,0.08603688329458237,0.809374988079071,bf16 (all arms)
gsm8k,0,119,0,w4a4,0.13270795345306396,0.20264455676078796,0.1225486546754837,0.21665871143341064,0.24064980447292328,0.574999988079071,bf16 (all arms)
gsm8k,0,119,0,rc1,0.011397342197597027,0.019719259813427925,0.013542212545871735,0.029757320880889893,0.09140752255916595,0.800000011920929,bf16 (all arms)
