view,out_bin,in_bin,bin_rms
stock,6,43,0.11662302166223526
stock,6,44,0.11838515847921371
stock,6,45,0.11713907122612
stock,6,46,0.11797421425580978
stock,6,47,0.1177152469754219
stock,6,48,0.07504140585660934
stock,6,49,0.07550328969955444
stock,6,50,0.07586253434419632
stock,6,51,0.07577776163816452
stock,6,52,0.075218565762043
stock,6,53,0.07646601647138596
stock,6,54,0.07557046413421631
stock,6,55,0.07566056400537491
stock,6,56,0.0767560601234436
stock,6,57,0.07714225351810455
stock,6,58,0.07569874823093414
stock,6,59,0.07588626444339752
stock,6,60,0.07634535431861877
stock,6,61,0.07617998123168945
stock,6,62,0.07618561387062073
stock,6,63,0.07535484433174133
stock,6,64,0.0610991008579731
stock,6,65,0.06027902290225029
stock,6,66,0.05945224314928055
stock,6,67,0.060840144753456116
stock,6,68,0.060614727437496185
stock,6,69,0.059472404420375824
stock,6,70,0.06056797876954079
stock,6,71,0.060083597898483276
stock,6,72,0.06028839945793152
stock,6,73,0.06079458072781563
stock,6,74,0.05908309668302536
stock,6,75,0.05956447497010231
stock,6,76,0.06062424182891846
stock,6,77,0.06038300320506096
stock,6,78,0.059650223702192307
stock,6,79,0.0604080855846405
stock,7,0,0.14222542941570282
stock,7,1,0.1454877108335495
stock,7,2,0.14175362884998322
stock,7,3,0.1464356780052185
stock,7,4,0.1458701640367508
stock,7,5,0.14059597253799438
stock,7,6,0.14748047292232513
stock,7,7,0.14337973296642303
stock,7,8,0.14510373771190643
stock,7,9,0.15676839649677277
stock,7,10,0.14385899901390076
stock,7,11,0.14122425019741058
stock,7,12,0.14847370982170105
stock,7,13,0.14383170008659363
stock,7,14,0.1422054022550583
stock,7,15,0.14136464893817902
stock,7,16,0.10492736101150513
stock,7,17,0.1046624481678009
stock,7,18,0.10595707595348358
stock,7,19,0.10564447194337845
stock,7,20,0.10289133340120316
stock,7,21,0.10638406872749329
stock,7,22,0.10597991198301315
stock,7,23,0.10793211311101913
