module,official_sha,inprocess_sha,identical
model.layers.3.mlp.down_proj.module,3ced993f6c762fbc,3ced993f6c762fbc,True
model.layers.3.mlp.gate_proj,a072307435887c10,a072307435887c10,True
model.layers.3.mlp.gate_proj.module,a072307435887c10,a072307435887c10,True
model.layers.3.mlp.up_proj,b0485d3b5c3febb1,b0485d3b5c3febb1,True
model.layers.3.mlp.up_proj.module,b0485d3b5c3febb1,b0485d3b5c3febb1,True
model.layers.3.self_attn.k_proj,9f2c58e953345d45,9f2c58e953345d45,True
model.layers.3.self_attn.k_proj.module,9f2c58e953345d45,9f2c58e953345d45,True
model.layers.3.self_attn.o_proj,f0e2c6f33642b1ad,f0e2c6f33642b1ad,True
model.layers.3.self_attn.o_proj.module,f0e2c6f33642b1ad,f0e2c6f33642b1ad,True
model.layers.3.self_attn.q_proj,aeff1753eb2b26c7,aeff1753eb2b26c7,True
model.layers.3.self_attn.q_proj.module,aeff1753eb2b26c7,aeff1753eb2b26c7,True
model.layers.3.self_attn.v_proj,e0beb567f1a88661,e0beb567f1a88661,True
model.layers.3.self_attn.v_proj.module,e0beb567f1a88661,e0beb567f1a88661,True
model.layers.30.mlp.down_proj,30058527a3abc7d0,30058527a3abc7d0,True
model.layers.30.mlp.down_proj.module,30058527a3abc7d0,30058527a3abc7d0,True
model.layers.30.mlp.gate_proj,f8c588557f385d45,f8c588557f385d45,True
model.layers.30.mlp.gate_proj.module,f8c588557f385d45,f8c588557f385d45,True
model.layers.30.mlp.up_proj,92eac072e1dfe984,92eac072e1dfe984,True
model.layers.30.mlp.up_proj.module,92eac072e1dfe984,92eac072e1dfe984,True
model.layers.30.self_attn.k_proj,625b862203fb97ec,625b862203fb97ec,True
model.layers.30.self_attn.k_proj.module,625b862203fb97ec,625b862203fb97ec,True
model.layers.30.self_attn.o_proj,c95bba9d5a93cef0,c95bba9d5a93cef0,True
model.layers.30.self_attn.o_proj.module,c95bba9d5a93cef0,c95bba9d5a93cef0,True
model.layers.30.self_attn.q_proj,8938cc42ea827c0f,8938cc42ea827c0f,True
model.layers.30.self_attn.q_proj.module,8938cc42ea827c0f,8938cc42ea827c0f,True
model.layers.30.self_attn.v_proj,6ce73dbc2ec7ae65,6ce73dbc2ec7ae65,True
model.layers.30.self_attn.v_proj.module,6ce73dbc2ec7ae65,6ce73dbc2ec7ae65,True
model.layers.31.mlp.down_proj,603c3003a8367896,603c3003a8367896,True
model.layers.31.mlp.down_proj.module,603c3003a8367896,603c3003a8367896,True
model.layers.31.mlp.gate_proj,b495dc1e74882b77,b495dc1e74882b77,True
model.layers.31.mlp.gate_proj.module,b495dc1e74882b77,b495dc1e74882b77,True
model.layers.31.mlp.up_proj,4d641f95ad6cec0c,4d641f95ad6cec0c,True
model.layers.31.mlp.up_proj.module,4d641f95ad6cec0c,4d641f95ad6cec0c,True
model.layers.31.self_attn.k_proj,3250461d1982746d,3250461d1982746d,True
model.layers.31.self_attn.k_proj.module,3250461d1982746d,3250461d1982746d,True
model.layers.31.self_attn.o_proj,355f7ae8a575602c,355f7ae8a575602c,True
model.layers.31.self_attn.o_proj.module,355f7ae8a575602c,355f7ae8a575602c,True
model.layers.31.self_attn.q_proj,1f7edfc2fbb9b24d,1f7edfc2fbb9b24d,True
model.layers.31.self_attn.q_proj.module,1f7edfc2fbb9b24d,1f7edfc2fbb9b24d,True
model.layers.31.self_attn.v_proj,2dd2580652c06ec8,2dd2580652c06ec8,True
model.layers.31.self_attn.v_proj.module,2dd2580652c06ec8,2dd2580652c06ec8,True
model.layers.4.mlp.down_proj,3635ca6713612a20,3635ca6713612a20,True
model.layers.4.mlp.down_proj.module,3635ca6713612a20,3635ca6713612a20,True
model.layers.4.mlp.gate_proj,1aa8a7f77099b139,1aa8a7f77099b139,True
model.layers.4.mlp.gate_proj.module,1aa8a7f77099b139,1aa8a7f77099b139,True
model.layers.4.mlp.up_proj,00a5baaf980b501d,00a5baaf980b501d,True
model.layers.4.mlp.up_proj.module,00a5baaf980b501d,00a5baaf980b501d,True
model.layers.4.self_attn.k_proj,80c3e32e4c443c64,80c3e32e4c443c64,True
model.layers.4.self_attn.k_proj.module,80c3e32e4c443c64,80c3e32e4c443c64,True
model.layers.4.self_attn.o_proj,236859f2736319b7,236859f2736319b7,True
model.layers.4.self_attn.o_proj.module,236859f2736319b7,236859f2736319b7,True
model.layers.4.self_attn.q_proj,c5780acd4ee4dfe1,c5780acd4ee4dfe1,True
model.layers.4.self_attn.q_proj.module,c5780acd4ee4dfe1,c5780acd4ee4dfe1,True
model.layers.4.self_attn.v_proj,681f5e9104e7bc87,681f5e9104e7bc87,True
model.layers.4.self_attn.v_proj.module,681f5e9104e7bc87,681f5e9104e7bc87,True
model.layers.5.mlp.down_proj,b4c087577baf7977,b4c087577baf7977,True
model.layers.5.mlp.down_proj.module,b4c087577baf7977,b4c087577baf7977,True
model.layers.5.mlp.gate_proj,7449524a08d1564e,7449524a08d1564e,True
model.layers.5.mlp.gate_proj.module,7449524a08d1564e,7449524a08d1564e,True
model.layers.5.mlp.up_proj,7cafac51ef53568d,7cafac51ef53568d,True
model.layers.5.mlp.up_proj.module,7cafac51ef53568d,7cafac51ef53568d,True
model.layers.5.self_attn.k_proj,e6d5290a837f0585,e6d5290a837f0585,True
model.layers.5.self_attn.k_proj.module,e6d5290a837f0585,e6d5290a837f0585,True
model.layers.5.self_attn.o_proj,540763d9438a621f,540763d9438a621f,True
model.layers.5.self_attn.o_proj.module,540763d9438a621f,540763d9438a621f,True
model.layers.5.self_attn.q_proj,a9047e2e6d104a2a,a9047e2e6d104a2a,True
model.layers.5.self_attn.q_proj.module,a9047e2e6d104a2a,a9047e2e6d104a2a,True
model.layers.5.self_attn.v_proj,bfce80d35de4e626,bfce80d35de4e626,True
model.layers.5.self_attn.v_proj.module,bfce80d35de4e626,bfce80d35de4e626,True
model.layers.6.mlp.down_proj,b154414b0893397c,b154414b0893397c,True
model.layers.6.mlp.down_proj.module,b154414b0893397c,b154414b0893397c,True
model.layers.6.mlp.gate_proj,5882f8b795ee0f3e,5882f8b795ee0f3e,True
model.layers.6.mlp.gate_proj.module,5882f8b795ee0f3e,5882f8b795ee0f3e,True
model.layers.6.mlp.up_proj,5a965047e34391b7,5a965047e34391b7,True
model.layers.6.mlp.up_proj.module,5a965047e34391b7,5a965047e34391b7,True
model.layers.6.self_attn.k_proj,dc2b608eeef844f6,dc2b608eeef844f6,True
model.layers.6.self_attn.k_proj.module,dc2b608eeef844f6,dc2b608eeef844f6,True
model.layers.6.self_attn.o_proj,cdc3e37e75de9763,cdc3e37e75de9763,True
model.layers.6.self_attn.o_proj.module,cdc3e37e75de9763,cdc3e37e75de9763,True
model.layers.6.self_attn.q_proj,c0e5d6238bcd689b,c0e5d6238bcd689b,True
model.layers.6.self_attn.q_proj.module,c0e5d6238bcd689b,c0e5d6238bcd689b,True
model.layers.6.self_attn.v_proj,1a85c90a94f1777a,1a85c90a94f1777a,True
model.layers.6.self_attn.v_proj.module,1a85c90a94f1777a,1a85c90a94f1777a,True
model.layers.7.mlp.down_proj,1909d5e4e423736a,1909d5e4e423736a,True
model.layers.7.mlp.down_proj.module,1909d5e4e423736a,1909d5e4e423736a,True
model.layers.7.mlp.gate_proj,c25838922f1c6cea,c25838922f1c6cea,True
model.layers.7.mlp.gate_proj.module,c25838922f1c6cea,c25838922f1c6cea,True
model.layers.7.mlp.up_proj,c0e0dac0be360ca0,c0e0dac0be360ca0,True
model.layers.7.mlp.up_proj.module,c0e0dac0be360ca0,c0e0dac0be360ca0,True
model.layers.7.self_attn.k_proj,7cae8f95a9d4e8dd,7cae8f95a9d4e8dd,True
model.layers.7.self_attn.k_proj.module,7cae8f95a9d4e8dd,7cae8f95a9d4e8dd,True
model.layers.7.self_attn.o_proj,43f5dbd1bcb8183e,43f5dbd1bcb8183e,True
model.layers.7.self_attn.o_proj.module,43f5dbd1bcb8183e,43f5dbd1bcb8183e,True
model.layers.7.self_attn.q_proj,7b3392a2b46d0622,7b3392a2b46d0622,True
model.layers.7.self_attn.q_proj.module,7b3392a2b46d0622,7b3392a2b46d0622,True
model.layers.7.self_attn.v_proj,4c144f6d36520227,4c144f6d36520227,True
model.layers.7.self_attn.v_proj.module,4c144f6d36520227,4c144f6d36520227,True
model.layers.8.mlp.down_proj,e3442d031d431d0e,e3442d031d431d0e,True
model.layers.8.mlp.down_proj.module,e3442d031d431d0e,e3442d031d431d0e,True
model.layers.8.mlp.gate_proj,157df4eb67a9dd12,157df4eb67a9dd12,True
model.layers.8.mlp.gate_proj.module,157df4eb67a9dd12,157df4eb67a9dd12,True
model.layers.8.mlp.up_proj,91402faa559ff476,91402faa559ff476,True
model.layers.8.mlp.up_proj.module,91402faa559ff476,91402faa559ff476,True
model.layers.8.self_attn.k_proj,3bdb3be3db9eab43,3bdb3be3db9eab43,True
model.layers.8.self_attn.k_proj.module,3bdb3be3db9eab43,3bdb3be3db9eab43,True
model.layers.8.self_attn.o_proj,3937a9554c08e0bb,3937a9554c08e0bb,True
model.layers.8.self_attn.o_proj.module,3937a9554c08e0bb,3937a9554c08e0bb,True
model.layers.8.self_attn.q_proj,b7e0fc104b4403bd,b7e0fc104b4403bd,True
model.layers.8.self_attn.q_proj.module,b7e0fc104b4403bd,b7e0fc104b4403bd,True
model.layers.8.self_attn.v_proj,8b472abdde2007c6,8b472abdde2007c6,True
model.layers.8.self_attn.v_proj.module,8b472abdde2007c6,8b472abdde2007c6,True
model.layers.9.mlp.down_proj,cabc6f9ebaea1eb6,cabc6f9ebaea1eb6,True
model.layers.9.mlp.down_proj.module,cabc6f9ebaea1eb6,cabc6f9ebaea1eb6,True
model.layers.9.mlp.gate_proj,15a997710da22e03,15a997710da22e03,True
model.layers.9.mlp.gate_proj.module,15a997710da22e03,15a997710da22e03,True
model.layers.9.mlp.up_proj,33db3bc28701fe83,33db3bc28701fe83,True
model.layers.9.mlp.up_proj.module,33db3bc28701fe83,33db3bc28701fe83,True
model.layers.9.self_attn.k_proj,bccbf2508666ee00,bccbf2508666ee00,True
model.layers.9.self_attn.k_proj.module,bccbf2508666ee00,bccbf2508666ee00,True
model.layers.9.self_attn.o_proj,b6a8da6a18fafab0,b6a8da6a18fafab0,True
model.layers.9.self_attn.o_proj.module,b6a8da6a18fafab0,b6a8da6a18fafab0,True
model.layers.9.self_attn.q_proj,c16f8a4d92844302,c16f8a4d92844302,True
model.layers.9.self_attn.q_proj.module,c16f8a4d92844302,c16f8a4d92844302,True
model.layers.9.self_attn.v_proj,a45eb134046d469d,a45eb134046d469d,True
model.layers.9.self_attn.v_proj.module,a45eb134046d469d,a45eb134046d469d,True
